ROWHEADER,Test,ODI,T20,IPL,name,country
Innings,20,108,106,0,Andrew Balbirnie,Ireland
Runs,476,3149,2392,0,Andrew Balbirnie,Ireland
Balls,935,4250,1941,0,Andrew Balbirnie,Ireland
Highest,95,145,83,0,Andrew Balbirnie,Ireland
Average,25.05,31.18,23.22,0,Andrew Balbirnie,Ireland
SR,50.91,74.1,123.24,0,Andrew Balbirnie,Ireland
Not Out,1,7,3,0,Andrew Balbirnie,Ireland
Fours,55,300,254,0,Andrew Balbirnie,Ireland
Sixes,0,39,68,0,Andrew Balbirnie,Ireland
Ducks,3,8,6,0,Andrew Balbirnie,Ireland
50s,5,17,12,0,Andrew Balbirnie,Ireland
100s,0,8,0,0,Andrew Balbirnie,Ireland
200s,0,0,0,0,Andrew Balbirnie,Ireland
300s,0,0,0,0,Andrew Balbirnie,Ireland
400s,0,0,0,0,Andrew Balbirnie,Ireland
Matches,1,0,8,0,Tyrone Kane,Ireland
Innings,2,0,4,0,Tyrone Kane,Ireland
Runs,14,0,45,0,Tyrone Kane,Ireland
Balls,98,0,34,0,Tyrone Kane,Ireland
Highest,14,0,26,0,Tyrone Kane,Ireland
Average,7,0,15,0,Tyrone Kane,Ireland
SR,14.29,0,132.36,0,Tyrone Kane,Ireland
Not Out,0,0,1,0,Tyrone Kane,Ireland
Fours,1,0,6,0,Tyrone Kane,Ireland
Sixes,0,0,0,0,Tyrone Kane,Ireland
Ducks,1,0,0,0,Tyrone Kane,Ireland
50s,0,0,0,0,Tyrone Kane,Ireland
100s,0,0,0,0,Tyrone Kane,Ireland
200s,0,0,0,0,Tyrone Kane,Ireland
300s,0,0,0,0,Tyrone Kane,Ireland
400s,0,0,0,0,Tyrone Kane,Ireland
Matches,3,152,109,0,Kevin O Brien,Ireland
Innings,6,141,103,0,Kevin O Brien,Ireland
Runs,258,3619,1973,0,Kevin O Brien,Ireland
Balls,467,4076,1506,0,Kevin O Brien,Ireland
Highest,118,142,124,0,Kevin O Brien,Ireland
Average,51.6,29.42,21.22,0,Kevin O Brien,Ireland
SR,55.25,88.79,131.01,0,Kevin O Brien,Ireland
Not Out,1,18,10,0,Kevin O Brien,Ireland
Fours,29,332,165,0,Kevin O Brien,Ireland
Sixes,0,84,82,0,Kevin O Brien,Ireland
Ducks,0,6,12,0,Kevin O Brien,Ireland
50s,1,18,5,0,Kevin O Brien,Ireland
100s,1,2,1,0,Kevin O Brien,Ireland
200s,0,0,0,0,Kevin O Brien,Ireland
300s,0,0,0,0,Kevin O Brien,Ireland
400s,0,0,0,0,Kevin O Brien,Ireland
Matches,8,166,150,0,Paul Stirling,Ireland
Innings,16,160,147,0,Paul Stirling,Ireland
Runs,382,5925,3656,0,Paul Stirling,Ireland
Balls,652,6782,2714,0,Paul Stirling,Ireland
Highest,103,177,115,0,Paul Stirling,Ireland
Average,23.88,37.74,26.69,0,Paul Stirling,Ireland
SR,58.59,87.37,134.71,0,Paul Stirling,Ireland
Not Out,0,3,10,0,Paul Stirling,Ireland
Fours,48,634,425,0,Paul Stirling,Ireland
Sixes,6,145,130,0,Paul Stirling,Ireland
Ducks,1,13,13,0,Paul Stirling,Ireland
50s,1,31,24,0,Paul Stirling,Ireland
100s,1,14,1,0,Paul Stirling,Ireland
200s,0,0,0,0,Paul Stirling,Ireland
300s,0,0,0,0,Paul Stirling,Ireland
400s,0,0,0,0,Paul Stirling,Ireland
Matches,2,130,143,0,George Dockrell,Ireland
Innings,4,92,94,0,George Dockrell,Ireland
Runs,98,1435,1179,0,George Dockrell,Ireland
Balls,257,1763,902,0,George Dockrell,Ireland
Highest,39,91,58,0,George Dockrell,Ireland
Average,24.5,22.78,19.98,0,George Dockrell,Ireland
SR,38.14,81.4,130.71,0,George Dockrell,Ireland
Not Out,0,29,35,0,George Dockrell,Ireland
Fours,14,112,85,0,George Dockrell,Ireland
Sixes,0,28,43,0,George Dockrell,Ireland
Ducks,0,6,8,0,George Dockrell,Ireland
50s,0,6,2,0,George Dockrell,Ireland
100s,0,0,0,0,George Dockrell,Ireland
200s,0,0,0,0,George Dockrell,Ireland
300s,0,0,0,0,George Dockrell,Ireland
400s,0,0,0,0,George Dockrell,Ireland
Matches,3,19,40,0,Stuart Thompson,Ireland
Innings,6,15,30,0,Stuart Thompson,Ireland
Runs,64,228,328,0,Stuart Thompson,Ireland
Balls,194,251,254,0,Stuart Thompson,Ireland
Highest,53,39,56,0,Stuart Thompson,Ireland
Average,10.67,16.29,14.91,0,Stuart Thompson,Ireland
SR,32.99,90.84,129.14,0,Stuart Thompson,Ireland
Not Out,0,1,8,0,Stuart Thompson,Ireland
Fours,7,24,23,0,Stuart Thompson,Ireland
Sixes,0,3,14,0,Stuart Thompson,Ireland
Ducks,1,0,1,0,Stuart Thompson,Ireland
50s,1,0,1,0,Stuart Thompson,Ireland
100s,0,0,0,0,Stuart Thompson,Ireland
200s,0,0,0,0,Stuart Thompson,Ireland
300s,0,0,0,0,Stuart Thompson,Ireland
400s,0,0,0,0,Stuart Thompson,Ireland
Matches,9,92,32,0,Andy McBrine,Ireland
Innings,17,63,18,0,Andy McBrine,Ireland
Runs,503,889,155,0,Andy McBrine,Ireland
Balls,918,1263,132,0,Andy McBrine,Ireland
Highest,90,79,36,0,Andy McBrine,Ireland
Average,35.93,17.78,12.92,0,Andy McBrine,Ireland
SR,54.8,70.39,117.43,0,Andy McBrine,Ireland
Not Out,3,13,6,0,Andy McBrine,Ireland
Fours,61,83,11,0,Andy McBrine,Ireland
Sixes,3,14,5,0,Andy McBrine,Ireland
Ducks,1,5,1,0,Andy McBrine,Ireland
50s,4,2,0,0,Andy McBrine,Ireland
100s,0,0,0,0,Andy McBrine,Ireland
200s,0,0,0,0,Andy McBrine,Ireland
300s,0,0,0,0,Andy McBrine,Ireland
400s,0,0,0,0,Andy McBrine,Ireland
Matches,2,104,81,0,Gary Wilson,Ireland
Innings,4,99,68,0,Gary Wilson,Ireland
Runs,45,2072,1268,0,Gary Wilson,Ireland
Balls,114,2881,1212,0,Gary Wilson,Ireland
Highest,33,113,65,0,Gary Wilson,Ireland
Average,15,23.82,21.13,0,Gary Wilson,Ireland
SR,39.48,71.92,104.63,0,Gary Wilson,Ireland
Not Out,1,12,8,0,Gary Wilson,Ireland
Fours,7,180,108,0,Gary Wilson,Ireland
Sixes,0,21,20,0,Gary Wilson,Ireland
Ducks,2,6,4,0,Gary Wilson,Ireland
50s,0,12,3,0,Gary Wilson,Ireland
100s,0,1,0,0,Gary Wilson,Ireland
200s,0,0,0,0,Gary Wilson,Ireland
300s,0,0,0,0,Gary Wilson,Ireland
400s,0,0,0,0,Gary Wilson,Ireland
Matches,7,55,77,0,Lorcan Tucker,Ireland
Innings,14,46,71,0,Lorcan Tucker,Ireland
Runs,571,995,1363,0,Lorcan Tucker,Ireland
Balls,895,1209,1108,0,Lorcan Tucker,Ireland
Highest,108,85,94,0,Lorcan Tucker,Ireland
Average,43.92,24.88,21.63,0,Lorcan Tucker,Ireland
SR,63.8,82.3,123.02,0,Lorcan Tucker,Ireland
Not Out,1,6,8,0,Lorcan Tucker,Ireland
Fours,76,90,131,0,Lorcan Tucker,Ireland
Sixes,2,13,30,0,Lorcan Tucker,Ireland
Ducks,1,3,7,0,Lorcan Tucker,Ireland
50s,3,5,9,0,Lorcan Tucker,Ireland
100s,1,0,0,0,Lorcan Tucker,Ireland
200s,0,0,0,0,Lorcan Tucker,Ireland
300s,0,0,0,0,Lorcan Tucker,Ireland
400s,0,0,0,0,Lorcan Tucker,Ireland
Matches,0,24,12,0,Peter Chase,Ireland
Innings,0,16,5,0,Peter Chase,Ireland
Runs,0,35,7,0,Peter Chase,Ireland
Balls,0,56,13,0,Peter Chase,Ireland
Highest,0,14,4,0,Peter Chase,Ireland
Average,0,3.5,7,0,Peter Chase,Ireland
SR,0,62.5,53.85,0,Peter Chase,Ireland
Not Out,0,6,4,0,Peter Chase,Ireland
Fours,0,3,1,0,Peter Chase,Ireland
Sixes,0,1,0,0,Peter Chase,Ireland
Ducks,0,7,0,0,Peter Chase,Ireland
50s,0,0,0,0,Peter Chase,Ireland
100s,0,0,0,0,Peter Chase,Ireland
200s,0,0,0,0,Peter Chase,Ireland
300s,0,0,0,0,Peter Chase,Ireland
400s,0,0,0,0,Peter Chase,Ireland
Matches,3,58,14,0,Tim Murtagh,Ireland
Innings,6,36,5,0,Tim Murtagh,Ireland
Runs,109,188,26,0,Tim Murtagh,Ireland
Balls,132,297,25,0,Tim Murtagh,Ireland
Highest,54,23,12,0,Tim Murtagh,Ireland
Average,27.25,7.83,13,0,Tim Murtagh,Ireland
SR,82.58,63.3,104,0,Tim Murtagh,Ireland
Not Out,2,12,3,0,Tim Murtagh,Ireland
Fours,14,17,0,0,Tim Murtagh,Ireland
Sixes,2,1,1,0,Tim Murtagh,Ireland
Ducks,0,7,0,0,Tim Murtagh,Ireland
50s,1,0,0,0,Tim Murtagh,Ireland
100s,0,0,0,0,Tim Murtagh,Ireland
200s,0,0,0,0,Tim Murtagh,Ireland
300s,0,0,0,0,Tim Murtagh,Ireland
400s,0,0,0,0,Tim Murtagh,Ireland
Matches,7,54,88,0,Mark Adair,Ireland
Innings,13,39,63,0,Mark Adair,Ireland
Runs,313,469,724,0,Mark Adair,Ireland
Balls,443,452,577,0,Mark Adair,Ireland
Highest,88,32,72,0,Mark Adair,Ireland
Average,28.45,18.04,14.48,0,Mark Adair,Ireland
SR,70.66,103.77,125.48,0,Mark Adair,Ireland
Not Out,2,13,13,0,Mark Adair,Ireland
Fours,42,35,51,0,Mark Adair,Ireland
Sixes,5,21,33,0,Mark Adair,Ireland
Ducks,2,3,5,0,Mark Adair,Ireland
50s,2,0,1,0,Mark Adair,Ireland
100s,0,0,0,0,Mark Adair,Ireland
200s,0,0,0,0,Mark Adair,Ireland
300s,0,0,0,0,Mark Adair,Ireland
400s,0,0,0,0,Mark Adair,Ireland
Matches,3,45,56,0,Barry McCarthy,Ireland
Innings,4,30,35,0,Barry McCarthy,Ireland
Runs,17,220,284,0,Barry McCarthy,Ireland
Balls,70,355,243,0,Barry McCarthy,Ireland
Highest,11,41,51,0,Barry McCarthy,Ireland
Average,4.25,9.57,12.91,0,Barry McCarthy,Ireland
SR,24.29,61.98,116.88,0,Barry McCarthy,Ireland
Not Out,0,7,13,0,Barry McCarthy,Ireland
Fours,0,18,19,0,Barry McCarthy,Ireland
Sixes,0,3,15,0,Barry McCarthy,Ireland
Ducks,1,4,7,0,Barry McCarthy,Ireland
50s,0,0,1,0,Barry McCarthy,Ireland
100s,0,0,0,0,Barry McCarthy,Ireland
200s,0,0,0,0,Barry McCarthy,Ireland
300s,0,0,0,0,Barry McCarthy,Ireland
400s,0,0,0,0,Barry McCarthy,Ireland
Matches,3,75,50,0,Boyd Rankin,Ireland
Innings,6,34,15,0,Boyd Rankin,Ireland
Runs,43,101,64,0,Boyd Rankin,Ireland
Balls,99,239,74,0,Boyd Rankin,Ireland
Highest,17,18,16,0,Boyd Rankin,Ireland
Average,8.6,7.77,9.14,0,Boyd Rankin,Ireland
SR,43.44,42.26,86.49,0,Boyd Rankin,Ireland
Not Out,1,21,8,0,Boyd Rankin,Ireland
Fours,6,4,3,0,Boyd Rankin,Ireland
Sixes,0,1,3,0,Boyd Rankin,Ireland
Ducks,1,4,2,0,Boyd Rankin,Ireland
50s,0,0,0,0,Boyd Rankin,Ireland
100s,0,0,0,0,Boyd Rankin,Ireland
200s,0,0,0,0,Boyd Rankin,Ireland
300s,0,0,0,0,Boyd Rankin,Ireland
400s,0,0,0,0,Boyd Rankin,Ireland
